mz,rt,intensity,CCS,Compound,NeutralFormula,CAS,SuperClass,Class,Subclass
205.0964,614,13335,150.6,D-Tryptophan,C11H12N2O2,153-94-6,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
227.0786,155,13659,147.9,D-Tryptophan,C11H12N2O2,153-94-6,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
188.0706,651,4381,141.4,Indole-3-methyl Acetate,C11H11NO2,1912-33-0,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
190.086,969,589,138.7,Indole-3-methyl Acetate,C11H11NO2,1912-33-0,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
212.0676,1355,14851,147.4,Indole-3-methyl Acetate,C11H11NO2,1912-33-0,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
202.0524,1091,4899,137.8,Indole-3-pyruvate,C11H9NO3,392-12-1,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
190.0503,1004,12460,137.3,5-Hydroxyindoleacetate,C10H9NO3,54-16-0,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
192.0664,308,1433,141.1,5-Hydroxyindoleacetate,C10H9NO3,54-16-0,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
214.0468,1774,5541,148.6,5-Hydroxyindoleacetate,C10H9NO3,54-16-0,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
227.0786,437,10955,147.2,L-Tryptophan,C11H12N2O2,73-22-3,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
203.084,1079,9380,149.1,L-Tryptophan,C11H12N2O2,73-22-3,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
205.0964,482,13555,151.3,L-Tryptophan,C11H12N2O2,73-22-3,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
202.0868,881,11221,145.8,Ethyl-3-indoleacetate,C12H13NO2,778-82-5,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
204.1012,205,5198,145.4,Ethyl-3-indoleacetate,C12H13NO2,778-82-5,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
226.0847,290,12872,153.9,Ethyl-3-indoleacetate,C12H13NO2,778-82-5,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
198.0532,1533,14671,143.6,Indole-3-acetate,C10H9NO2,87-51-4,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
176.072,1233,10978,136.4,Indole-3-acetate,C10H9NO2,87-51-4,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives
241.06,713,7475,149.8,5-Hydroxy-L-tryptophan,C11H12N2O3,,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives
219.077,801,2421,147,5-Hydroxy-L-tryptophan,C11H12N2O3,,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives
219.078,345,6323,151.9,5-Hydroxy-L-tryptophan,C11H12N2O3,,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives
221.092,361,1184,155.6,5-Hydroxy-L-tryptophan,C11H12N2O3,,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives
243.0741,1202,10794,153.6,5-Hydroxy-L-tryptophan,C11H12N2O3,,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives
202.1,438,11418,143.5,L-Tryptophanamide,C11H13N3O,5022-65-1,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives
204.1135,1626,9239,151,L-Tryptophanamide,C11H13N3O,5022-65-1,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives
226.0959,731,8708,148.1,L-Tryptophanamide,C11H13N3O,5022-65-1,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives
175.0871,271,10725,147.1,Serotonin,C10H12N2O,50-67-9,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives
177.1028,1503,8086,150.9,Serotonin,C10H12N2O,50-67-9,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives
199.0847,842,352,149.8,Serotonin,C10H12N2O,50-67-9,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives
175.1224,1557,7077,142.8,N-Methyltryptamine,C11H14N2,61-49-4,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives
161.1079,379,14297,127.6,Tryptamine,C10H12N2,61-54-1,Organoheterocyclic compounds,Indoles and derivatives,Tryptamines and derivatives
269.045,1456,7537,163.6,Genistein,C15H10O5,446-72-0,Phenylpropanoids and polyketides,Isoflavonoids,Isoflav-2-enes
271.0606,1072,9993,162.3,Genistein,C15H10O5,446-72-0,Phenylpropanoids and polyketides,Isoflavonoids,Isoflav-2-enes
293.0426,206,6769,176.5,Genistein,C15H10O5,446-72-0,Phenylpropanoids and polyketides,Isoflavonoids,Isoflav-2-enes
253.0501,1466,5851,161.8,Daidzein,C15H10O4,486-66-8,Phenylpropanoids and polyketides,Isoflavonoids,Isoflav-2-enes
255.0657,459,5350,156.2,Daidzein,C15H10O4,486-66-8,Phenylpropanoids and polyketides,Isoflavonoids,Isoflav-2-enes
277.0477,1773,6678,172,Daidzein,C15H10O4,486-66-8,Phenylpropanoids and polyketides,Isoflavonoids,Isoflav-2-enes
267.0657,1677,7477,168.5,Formononetin,C16H12O4,485-72-3,Phenylpropanoids and polyketides,Isoflavonoids,O-methylated isoflavonoids
291.0633,220,12771,175,Formononetin,C16H12O4,485-72-3,Phenylpropanoids and polyketides,Isoflavonoids,O-methylated isoflavonoids
283.0606,1321,12776,169.8,Biochanin A,C16H12O5,491-80-5,Phenylpropanoids and polyketides,Isoflavonoids,O-methylated isoflavonoids
283.0606,946,4300,174.6,Prunetin,C16H12O5,552-59-0,Phenylpropanoids and polyketides,Isoflavonoids,O-methylated isoflavonoids
285.0763,341,11529,165.2,Prunetin,C16H12O5,552-59-0,Phenylpropanoids and polyketides,Isoflavonoids,O-methylated isoflavonoids
307.0582,108,10742,180.3,Prunetin,C16H12O5,552-59-0,Phenylpropanoids and polyketides,Isoflavonoids,O-methylated isoflavonoids
393.1338,248,185,201.8,Rotenone,C23H22O6,83-79-4,Phenylpropanoids and polyketides,Isoflavonoids,Rotenoids
395.1495,412,11409,198.4,Rotenone,C23H22O6,83-79-4,Phenylpropanoids and polyketides,Isoflavonoids,Rotenoids
417.1314,754,9440,211.8,Rotenone,C23H22O6,83-79-4,Phenylpropanoids and polyketides,Isoflavonoids,Rotenoids
145.0135,1517,1185,121.1,Oxoglutarate,C5H6O5,22202-68-2,Organic acids and derivatives,Keto acids and derivatives,Gamma-keto acids and derivatives
145.0137,1689,7148,125.2,alpha-Ketoglutaric Acid,C5H6O5,328-50-7,Organic acids and derivatives,Keto acids and derivatives,Gamma-keto acids and derivatives
178.0477,1727,2994,133.9,2-Keto-3-deoxy-D-gluconic Acid,C6H11O6,17510-99-5,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives
257.0062,1267,10776,143.6,3-Deoxy-2-keto-6-phosphogluconic Acid,C6H11O9P,27244-54-8,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives
181.0113,956,7764,132.6,Oxoadipate,C6H8O5,3184-35-8,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives
159.0292,414,11450,126.8,Oxoadipate,C6H8O5,3184-35-8,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives
183.0261,120,13150,137.5,Oxoadipate,C6H8O5,3184-35-8,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives
129.0552,1480,14416,127.3,3-Methyl-2-oxovalerate,C6H10O3,1460-34-0,Organic acids and derivatives,Keto acids and derivatives,Short-chain keto acids and derivatives
115.0395,1329,2635,173.8,2-Oxovaleric Acid,C5H8O3,1821-02-9,Organic acids and derivatives,Keto acids and derivatives,Short-chain keto acids and derivatives
139.0371,179,9074,130.8,2-Oxovaleric Acid,C5H8O3,1821-02-9,Organic acids and derivatives,Keto acids and derivatives,Short-chain keto acids and derivatives
699.2271,719,943,246.3,Ampicillin,C16H19N3O4S,69-53-4,Organoheterocyclic compounds,Lactams,Beta lactams
699.2271,488,5779,257.5,Ampicillin,C16H19N3O4S,69-53-4,Organoheterocyclic compounds,Lactams,Beta lactams
737.183,1717,8285,262.6,Ampicillin,C16H19N3O4S,69-53-4,Organoheterocyclic compounds,Lactams,Beta lactams
721.209,804,7841,262.1,Ampicillin,C16H19N3O4S,69-53-4,Organoheterocyclic compounds,Lactams,Beta lactams
388.0733,1622,13893,182.6,Ampicillin,C16H19N3O4S,69-53-4,Organoheterocyclic compounds,Lactams,Beta lactams
372.0994,1002,5251,191,Ampicillin,C16H19N3O4S,69-53-4,Organoheterocyclic compounds,Lactams,Beta lactams
348.1018,1680,7440,190.5,Ampicillin,C16H19N3O4S,69-53-4,Organoheterocyclic compounds,Lactams,Beta lactams
350.1174,652,8355,192.4,Ampicillin,C16H19N3O4S,69-53-4,Organoheterocyclic compounds,Lactams,Beta lactams
153.0528,1111,11573,142.8,Mevalonolactone,C6H10O3,674-26-0,Organoheterocyclic compounds,Lactones,Delta valerolactones
195.0509,931,7666,133.7,L-Gulonolactone,C6H10O6,1128-23-0,Organoheterocyclic compounds,Lactones,Gamma butyrolactones
177.0396,479,8845,129.9,L-Gulonolactone,C6H10O6,1128-23-0,Organoheterocyclic compounds,Lactones,Gamma butyrolactones
201.0368,1748,1163,140.9,L-Gulonolactone,C6H10O6,1128-23-0,Organoheterocyclic compounds,Lactones,Gamma butyrolactones
199.0219,819,12712,146,D-Glucuronolactone,C6H8O6,32449-92-6,Organoheterocyclic compounds,Lactones,Gamma butyrolactones
173.0085,505,12640,128.2,Dehydro-L-(+)-ascorbic Acid Monomer,C6H6O6,490-83-5,Organoheterocyclic compounds,Lactones,Gamma butyrolactones
255.0657,771,10720,163.7,Isoliquiritigenin,C15H12O4,961-29-5,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones
257.0814,614,7696,164,Isoliquiritigenin,C15H12O4,961-29-5,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones
279.0633,1619,7769,186.2,Isoliquiritigenin,C15H12O4,961-29-5,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones
1645.818,1137,5039,415.8,Rifampicin,C43H58N4O12,13292-46-1,Phenylpropanoids and polyketides,Macrolactams,
1683.7739,1583,4169,419,Rifampicin,C43H58N4O12,13292-46-1,Phenylpropanoids and polyketides,Macrolactams,
1667.8,1629,1486,416.5,Rifampicin,C43H58N4O12,13292-46-1,Phenylpropanoids and polyketides,Macrolactams,
823.4129,1422,4547,273.7,Rifampicin,C43H58N4O12,13292-46-1,Phenylpropanoids and polyketides,Macrolactams,
861.3688,798,5274,280.3,Rifampicin,C43H58N4O12,13292-46-1,Phenylpropanoids and polyketides,Macrolactams,
845.3949,723,14452,287.6,Rifampicin,C43H58N4O12,13292-46-1,Phenylpropanoids and polyketides,Macrolactams,
821.3973,1353,13102,287.8,Rifampicin,C43H58N4O12,13292-46-1,Phenylpropanoids and polyketides,Macrolactams,
823.4129,144,11772,284.6,Rifampicin,C43H58N4O12,13292-46-1,Phenylpropanoids and polyketides,Macrolactams,
845.3949,414,279,282.1,Rifampicin,C43H58N4O12,13292-46-1,Phenylpropanoids and polyketides,Macrolactams,
877.4586,623,1469,299.2,Rifapentine,C47H64N4O12,61379-65-5,Phenylpropanoids and polyketides,Macrolactams,
915.4116,108,8798,300.7,Rifapentine,C47H64N4O12,61379-65-5,Phenylpropanoids and polyketides,Macrolactams,
899.4393,747,11716,306.6,Rifapentine,C47H64N4O12,61379-65-5,Phenylpropanoids and polyketides,Macrolactams,
786.3602,573,8308,270.5,Rifamixin,C43H51N3O11,80621-81-4,Phenylpropanoids and polyketides,Macrolactams,
824.316,811,3857,275,Rifamixin,C43H51N3O11,80621-81-4,Phenylpropanoids and polyketides,Macrolactams,
808.3421,917,12557,274.3,Rifamixin,C43H51N3O11,80621-81-4,Phenylpropanoids and polyketides,Macrolactams,
737.4449,1387,3123,251.9,Nonactin,C40H64O12,,Phenylpropanoids and polyketides,Macrolides and analogues,
775.4035,1593,13152,252.5,Nonactin,C40H64O12,,Phenylpropanoids and polyketides,Macrolides and analogues,
759.427,331,5140,251.9,Nonactin,C40H64O12,,Phenylpropanoids and polyketides,Macrolides and analogues,
754.4714,325,8790,251.8,Nonactin,C40H64O12,,Phenylpropanoids and polyketides,Macrolides and analogues,
259.0759,427,14274,155.7,"5,12-Naphthacene Quinone",C18H10O2,1090-13-7,Benzenoids,Naphthacenes,Tetracenequinones
159.0446,1143,2531,137,"2,6-Dihydroxynaphthalene",C10H8O2,581-43-1,Benzenoids,Naphthalenes,Naphthols and derivatives
159.0446,1658,11690,133.2,"1,5-Dihydroxynaphthalene",C10H8O2,83-56-7,Benzenoids,Naphthalenes,Naphthols and derivatives
159.0446,466,12345,131.3,"2,3-dihydroxynaphthalene",C10H8O2,92-44-4,Benzenoids,Naphthalenes,Naphthols and derivatives
173.0239,302,14038,130.8,Juglone,C10H6O3,481-39-0,Benzenoids,Naphthalenes,Naphthoquinones
504.949,240,14936,206.1,Thymidine-5'-triphosphate,C10H17N2O14P3,18423-43-3,Benzenoids,Naphthalenes,
203.0861,108,11897,137.2,Fluoranthene,C16H10,206-44-0,Benzenoids,Naphthalenes,
202.0783,329,4031,136.7,Fluoranthene,C16H10,206-44-0,Benzenoids,Naphthalenes,
253.1017,797,2521,152.6,Benzo(k)fluoranthene,C20H12,207-08-9,Benzenoids,Naphthalenes,
252.0939,377,5776,151.2,Benzo(k)fluoranthene,C20H12,207-08-9,Benzenoids,Naphthalenes,
231.1021,564,2784,153.9,Naproxen,C14H14O3,22204-53-1,Benzenoids,Naphthalenes,
253.0841,947,6203,162.8,Naproxen,C14H14O3,22204-53-1,Benzenoids,Naphthalenes,
157.1017,185,983,129.4,"1,2-Dimethylnaphthalene",C12H12,571-58-4,Benzenoids,Naphthalenes,
156.0939,831,14553,126.9,"1,2-Dimethylnaphthalene",C12H12,571-58-4,Benzenoids,Naphthalenes,
157.1017,1261,7833,128.6,"1,6-Dimethylnaphthalene",C12H12,581-42-0,Benzenoids,Naphthalenes,
156.0939,273,1631,126.3,"1,6-Dimethylnaphthalene",C12H12,581-42-0,Benzenoids,Naphthalenes,
157.1017,884,12771,129.5,"2,7-Dimethylnaphthalene",C12H12,582-16-1,Benzenoids,Naphthalenes,
183.0446,1176,13318,143.8,Acenaphthenequinone,C12H6O2,82-86-0,Benzenoids,Naphthalenes,
154.0782,1783,7798,127.7,Acenaphthene,C12H10,83-32-9,Benzenoids,Naphthalenes,
143.0861,1324,3335,123.7,1-Methylnaphthalene,C11H10,90-12-0,Benzenoids,Naphthalenes,
142.0782,227,4044,122.1,1-Methylnaphthalene,C11H10,90-12-0,Benzenoids,Naphthalenes,
129.0704,410,14862,119.2,Naphthalene,C10H8,91-20-3,Benzenoids,Naphthalenes,
128.0626,412,191,117.7,Naphthalene,C10H8,91-20-3,Benzenoids,Naphthalenes,
143.0861,910,10233,123.1,2-Methylnaphthalene,C11H10,91-57-6,Benzenoids,Naphthalenes,
142.0782,533,13316,121.8,2-Methylnaphthalene,C11H10,91-57-6,Benzenoids,Naphthalenes,
1319.3221,529,6779,331,Chartreusin,C32H32O14,,Organoheterocyclic compounds,Naphthopyrans,Naphthopyranones
1303.3482,976,10234,324.7,Chartreusin,C32H32O14,,Organoheterocyclic compounds,Naphthopyrans,Naphthopyranones
679.1429,900,281,238.6,Chartreusin,C32H32O14,,Organoheterocyclic compounds,Naphthopyrans,Naphthopyranones
663.169,1761,5280,243.6,Chartreusin,C32H32O14,,Organoheterocyclic compounds,Naphthopyrans,Naphthopyranones
200.933,945,3988,144.7,Pyrophosphoric Acid,H4P2O7,,Homogeneous non-metal compounds,Non-metal oxoanionic compounds,Non-metal pyrophosphates
243.0617,1442,14253,150.3,beta-Pseudouridine,C9H12N2O6,1445-07-4,"Nucleosides, nucleotides, and analogues",Nucleoside and nucleotide analogues,
267.0593,784,1181,163.1,beta-Pseudouridine,C9H12N2O6,1445-07-4,"Nucleosides, nucleotides, and analogues",Nucleoside and nucleotide analogues,
155.0425,588,11557,132.5,Ureidopropionate,C4H8N2O3,462-88-4,Organic acids and derivatives,Organic carbonic acids and derivatives,Ureas
407.9984,1201,9828,176.5,Deoxycytidine Diphosphate,C9H15N3O10P2,151151-32-5,Organic oxygen compounds,Organic oxoanionic compounds,Organic pyrophosphates
386.0153,360,1916,174,Deoxycytidine Diphosphate,C9H15N3O10P2,151151-32-5,Organic oxygen compounds,Organic oxoanionic compounds,Organic pyrophosphates
388.0306,247,3113,172.1,Deoxycytidine Diphosphate,C9H15N3O10P2,151151-32-5,Organic oxygen compounds,Organic oxoanionic compounds,Organic pyrophosphates
410.0115,120,11818,175.1,Deoxycytidine Diphosphate,C9H15N3O10P2,151151-32-5,Organic oxygen compounds,Organic oxoanionic compounds,Organic pyrophosphates
227.0321,949,6733,139.5,Mevalonic Acid-5-Pyrophosphate,C6H13O7P,868553-49-5,Organic oxygen compounds,Organic oxoanionic compounds,Organic pyrophosphates
251.0297,386,266,151.3,Mevalonic Acid-5-Pyrophosphate,C6H13O7P,868553-49-5,Organic oxygen compounds,Organic oxoanionic compounds,Organic pyrophosphates
414.916,1421,8417,157.4,6-Chloroperfluorohexyl-phosphonic acid,C6H2ClF12O3P,,Organic acids and derivatives,Organic phosphonic acids and derivatives,Organic phosphonic acids
514.9101,410,1574,175.3,8-Chloroperfluorooctylphosponic acid,C8H2ClF16O3P,,Organic acids and derivatives,Organic phosphonic acids and derivatives,Organic phosphonic acids
124.0169,139,8845,120.3,(2-Aminoethyl)phosphonate,C2H8NO3P,2041-14-7,Organic acids and derivatives,Organic phosphonic acids and derivatives,Organic phosphonic acids
148.0126,628,5547,136.6,(2-Aminoethyl)phosphonate,C2H8NO3P,2041-14-7,Organic acids and derivatives,Organic phosphonic acids and derivatives,Organic phosphonic acids
126.0311,450,5294,130.1,(2-Aminoethyl)phosphonate,C2H8NO3P,2041-14-7,Organic acids and derivatives,Organic phosphonic acids and derivatives,Organic phosphonic acids
162.975,1113,12797,134.4,Phosphonoacetate,C2H5O5P,4408-78-0,Organic acids and derivatives,Organic phosphonic acids and derivatives,Organic phosphonic acids
725.3399,861,10945,269,2-Ethylhexyl diphenyl phosphate,C20H27O4P,1241-94-7,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
140.0126,444,11386,123.4,O-Phosphoethanolamine,C2H8NO4P,1071-23-4,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
747.3211,1193,2410,278.6,2-Ethylhexyl diphenyl phosphate,C20H27O4P,1241-94-7,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
385.1554,1094,716,202.7,2-Ethylhexyl diphenyl phosphate,C20H27O4P,1241-94-7,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
685.1419,1461,7510,246.6,3-Hydroxyphenyl diphenyl phosphate,C18H15O5P,105937-68-6,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
707.1228,1624,7459,252.8,3-Hydroxyphenyl diphenyl phosphate,C18H15O5P,105937-68-6,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
343.0744,861,5949,180.4,3-Hydroxyphenyl diphenyl phosphate,C18H15O5P,105937-68-6,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
365.0564,1307,2765,189.1,3-Hydroxyphenyl diphenyl phosphate,C18H15O5P,105937-68-6,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
341.0594,221,3975,180.4,3-Hydroxyphenyl diphenyl phosphate,C18H15O5P,105937-68-6,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
683.1252,1728,5997,242,3-Hydroxyphenyl diphenyl phosphate,C18H15O5P,105937-68-6,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
685.1391,250,5842,249,4-Hydroxyphenyl diphenyl phosphate,C18H15O5P,,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
707.1205,770,8893,254.8,4-Hydroxyphenyl diphenyl phosphate,C18H15O5P,,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
343.0743,901,2171,178.1,4-Hydroxyphenyl diphenyl phosphate,C18H15O5P,,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
365.0549,392,9430,188.5,4-Hydroxyphenyl diphenyl phosphate,C18H15O5P,,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
341.0593,1208,7687,181.9,4-Hydroxyphenyl diphenyl phosphate,C18H15O5P,,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters
